"AE","Count","Frequency","PRR","Drug","fill","id"
"Dysphonia",62,0.00155825877148889,1.51377505652606,"CHOLECALCIFEROL","#FFA100",309
"Dyspnoea",373,0.0093746858349251,0.971262626371167,"CHOLECALCIFEROL","#FFFF5D",310
"Fall",438,0.0110083442243893,1.7735099609196,"CHOLECALCIFEROL","#FF3500",311
"Fatigue",770,0.0193525686136524,1.40023910791862,"CHOLECALCIFEROL","#FFBB00",312
"Feeling abnormal",248,0.00623303508595556,1.39840294224351,"CHOLECALCIFEROL","#FFBB00",313
"Gait disturbance",222,0.0055795717301699,1.6111004187897,"CHOLECALCIFEROL","#FF8600",314
"Gastrooesophageal reflux disease",85,0.00213632250929929,1.78309144077311,"CHOLECALCIFEROL","#FF3500",315
"Headache",524,0.0131697999396803,1.15701935329857,"CHOLECALCIFEROL","#FFFF28",316
"Heart rate increased",78,0.00196039006735699,1.28623582323638,"CHOLECALCIFEROL","#FFF100",317
"Hyperhidrosis",90,0.00226198853925807,0.961369239527636,"CHOLECALCIFEROL","#FFFF5D",318
"Hypersensitivity",114,0.00286518548306022,0.986422189882673,"CHOLECALCIFEROL","#FFFF5D",319
"Hypertension",189,0.00475017593244194,1.35687360202168,"CHOLECALCIFEROL","#FFD600",320
"Hypoaesthesia",188,0.00472504272645019,1.86960371248628,"CHOLECALCIFEROL","#FF1A00",321
"Hypotension",102,0.00256358701115914,0.778682453290528,"CHOLECALCIFEROL","#FFFFAE",322
"Infection",102,0.00256358701115914,1.10021278136157,"CHOLECALCIFEROL","#FFFF28",323
"Influenza",56,0.00140745953553835,0.943204330545474,"CHOLECALCIFEROL","#FFFF78",324
"Insomnia",266,0.00668543279380718,1.34694734181192,"CHOLECALCIFEROL","#FFD600",325
"Joint swelling",106,0.00266411983512617,1.36508442173426,"CHOLECALCIFEROL","#FFD600",326
"Loss of consciousness",78,0.00196039006735699,0.997504231825426,"CHOLECALCIFEROL","#FFFF5D",327
"Malaise",357,0.008972554539057,0.933237163606908,"CHOLECALCIFEROL","#FFFF78",328
"Memory impairment",182,0.00457424349049965,1.77236175937415,"CHOLECALCIFEROL","#FF3500",329
"Muscle spasms",202,0.00507690761033477,1.62066049772674,"CHOLECALCIFEROL","#FF8600",330
"Muscular weakness",132,0.00331758319091183,1.70090997188665,"CHOLECALCIFEROL","#FF5000",331
"Musculoskeletal pain",91,0.00228712174524982,1.74918353235531,"CHOLECALCIFEROL","#FF5000",332
"Myalgia",167,0.0041972454006233,1.42931521926459,"CHOLECALCIFEROL","#FFBB00",333
"Nasal congestion",39,0.000980195033678496,1.17949060059467,"CHOLECALCIFEROL","#FFFF0D",334
"Nasopharyngitis",175,0.00439831104855735,1.26542971946132,"CHOLECALCIFEROL","#FFF100",335
"Nausea",572,0.0143761938272846,1.05895654560066,"CHOLECALCIFEROL","#FFFF43",336
"Neuropathy peripheral",89,0.00223685533326631,1.28165820323876,"CHOLECALCIFEROL","#FFF100",337
"Off label use",330,0.00829395797727958,0.598178278775397,"CHOLECALCIFEROL","#FFFFE4",338
"Oropharyngeal pain",79,0.00198552327334875,1.2750693242266,"CHOLECALCIFEROL","#FFF100",339
"Pain",487,0.0122398713179853,1.31727203990992,"CHOLECALCIFEROL","#FFF100",340
"Pain in extremity",357,0.008972554539057,1.58912219621657,"CHOLECALCIFEROL","#FF8600",341
"Palpitations",79,0.00198552327334875,1.08519918809566,"CHOLECALCIFEROL","#FFFF43",342
"Paraesthesia",175,0.00439831104855735,1.51961213652524,"CHOLECALCIFEROL","#FFA100",343
"Peripheral swelling",181,0.00454911028450789,1.29354282722742,"CHOLECALCIFEROL","#FFF100",344
"Pneumonia",237,0.00595656982004625,1.01737423883968,"CHOLECALCIFEROL","#FFFF5D",345
"Product use issue",231,0.00580577058409571,0.570574690042752,"CHOLECALCIFEROL","#FFFFFF",346
"Pruritus",219,0.00550417211219463,1.1127865564885,"CHOLECALCIFEROL","#FFFF28",347
"Pyrexia",205,0.00515230722831004,0.896235822215465,"CHOLECALCIFEROL","#FFFF78",348
"Rash",209,0.00525284005227707,0.770037910484391,"CHOLECALCIFEROL","#FFFFAE",349
"Renal disorder",27,0.00067859656177742,0.729509599406265,"CHOLECALCIFEROL","#FFFFAE",350
"Rhinorrhoea",51,0.00128179350557957,1.43420594713204,"CHOLECALCIFEROL","#FFBB00",351
"Somnolence",200,0.00502664119835126,1.46202925905175,"CHOLECALCIFEROL","#FFBB00",352
"Swelling",71,0.0017844576254147,1.04288173689642,"CHOLECALCIFEROL","#FFFF43",353
"Syncope",59,0.00148285915351362,0.917346031285985,"CHOLECALCIFEROL","#FFFF78",354
"Tremor",114,0.00286518548306022,1.02923986069658,"CHOLECALCIFEROL","#FFFF43",355
"Unevaluable event",119,0.002990851513019,1.31379105956613,"CHOLECALCIFEROL","#FFF100",356
"Upper respiratory tract infection",50,0.00125666029958782,1.50391549976129,"CHOLECALCIFEROL","#FFA100",357
"Urinary tract infection",191,0.00480044234442545,1.62588943407783,"CHOLECALCIFEROL","#FF6B00",358
"Urticaria",82,0.00206092289132402,0.841660568236982,"CHOLECALCIFEROL","#FFFF93",359
"Vision blurred",115,0.00289031868905198,1.12686717379891,"CHOLECALCIFEROL","#FFFF28",360
"Visual impairment",101,0.00253845380516739,1.41025175672992,"CHOLECALCIFEROL","#FFBB00",361
"Vomiting",279,0.00701216447170001,0.883796687096785,"CHOLECALCIFEROL","#FFFF78",362
"Weight decreased",273,0.00686136523574947,1.38877261994338,"CHOLECALCIFEROL","#FFD600",363
"Weight increased",170,0.00427264501859857,1.18571914220344,"CHOLECALCIFEROL","#FFFF0D",364
"Abdominal discomfort",115,0.00298027833208075,1.00036111322177,"ACETAMINOPHEN","#FFFF5D",365
"Abdominal distension",65,0.00168450514421956,1.01349867280875,"ACETAMINOPHEN","#FFFF5D",366
"Abdominal pain",193,0.00500168450514422,1.34855577288591,"ACETAMINOPHEN","#FFD600",367
"Abdominal pain upper",129,0.00334309482468189,1.04768155018963,"ACETAMINOPHEN","#FFFF43",368
"Alopecia",80,0.00207323710057791,0.506023660350362,"ACETAMINOPHEN","#FFFFFF",369
"Anxiety",150,0.00388731956358359,0.822623684172919,"ACETAMINOPHEN","#FFFF93",370
"Arthralgia",332,0.00860393396739835,1.18853490917502,"ACETAMINOPHEN","#FFFF0D",371
"Arthropathy",57,0.00147718143416176,1.54475017492938,"ACETAMINOPHEN","#FFA100",372
"Asthenia",262,0.00678985150439267,1.06869050851875,"ACETAMINOPHEN","#FFFF43",373
"Back pain",191,0.00494985357762977,1.1761063644096,"ACETAMINOPHEN","#FFFF0D",374
"Balance disorder",74,0.00191774431803457,1.32228470728484,"ACETAMINOPHEN","#FFF100",375
"Blood glucose increased",44,0.00114028040531785,0.374028578969576,"ACETAMINOPHEN","white",376
"Blood pressure increased",203,0.00526083914271646,1.98506963155602,"ACETAMINOPHEN","#FF0000",377
"Cataract",36,0.000932956695260062,0.895661878820141,"ACETAMINOPHEN","#FFFF78",378
"Chest pain",121,0.0031357711146241,1.04894648508052,"ACETAMINOPHEN","#FFFF43",379
"Chills",103,0.00266929276699407,1.5265417710034,"ACETAMINOPHEN","#FFA100",380
"Chronic obstructive pulmonary disease",37,0.000958872159017286,1.02220310502481,"ACETAMINOPHEN","#FFFF5D",381
"Confusional state",176,0.00456112162127141,1.57491907937189,"ACETAMINOPHEN","#FF8600",382
"Constipation",170,0.00440562883872807,1.21583590995979,"ACETAMINOPHEN","#FFFF0D",383
"Contusion",94,0.00243605359317905,1.37968117697042,"ACETAMINOPHEN","#FFD600",384
"Cough",227,0.00588281027288983,1.26254479558825,"ACETAMINOPHEN","#FFF100",385
"Death",121,0.0031357711146241,0.192221456372745,"ACETAMINOPHEN","white",386
"Decreased appetite",188,0.0048721071863581,1.08761652121023,"ACETAMINOPHEN","#FFFF43",387
"Dehydration",121,0.0031357711146241,1.40968959560975,"ACETAMINOPHEN","#FFBB00",388
"Depression",138,0.0035763339984969,0.967817017856329,"ACETAMINOPHEN","#FFFF5D",389
"Diabetes mellitus",34,0.000881125767745614,0.767097264896338,"ACETAMINOPHEN","#FFFFAE",390
"Diarrhoea",471,0.0122061834296525,1.05689425991381,"ACETAMINOPHEN","#FFFF43",391
"Dizziness",340,0.00881125767745614,1.01123744483983,"ACETAMINOPHEN","#FFFF5D",392
"Drug dose omission",92,0.0023842226656646,0.284134585082227,"ACETAMINOPHEN","white",393
"Drug hypersensitivity",104,0.00269520823075129,0.442281505638192,"ACETAMINOPHEN","white",394
"Drug ineffective",477,0.0123616762121958,0.596014089870228,"ACETAMINOPHEN","#FFFFE4",395
"Dry mouth",63,0.00163267421670511,1.20722102984912,"ACETAMINOPHEN","#FFFF0D",396
"Dysgeusia",60,0.00155492782543344,1.04107040030542,"ACETAMINOPHEN","#FFFF43",397
"Dyspepsia",60,0.00155492782543344,0.981238768103962,"ACETAMINOPHEN","#FFFF5D",398
"Dysphagia",68,0.00176225153549123,1.10571591468629,"ACETAMINOPHEN","#FFFF28",399
"Dysphonia",46,0.0011921113328323,1.13947553136077,"ACETAMINOPHEN","#FFFF28",400
"Dyspnoea",399,0.0103402700391324,1.07607286205245,"ACETAMINOPHEN","#FFFF43",401
"Fall",318,0.00824111747479721,1.30084225257211,"ACETAMINOPHEN","#FFF100",402
"Fatigue",511,0.0132428019799414,0.939415476348711,"ACETAMINOPHEN","#FFFF78",403
"Feeling abnormal",138,0.0035763339984969,0.781476129343693,"ACETAMINOPHEN","#FFFFAE",404
"Gait disturbance",146,0.00378365770855469,1.06732561185669,"ACETAMINOPHEN","#FFFF43",405
"Gastrooesophageal reflux disease",61,0.00158084328919066,1.29176660894951,"ACETAMINOPHEN","#FFF100",406
"Headache",427,0.0110659030243346,0.964148356709491,"ACETAMINOPHEN","#FFFF5D",407
"Heart rate increased",95,0.00246196905693627,1.63837139765237,"ACETAMINOPHEN","#FF6B00",408
"Hyperhidrosis",91,0.00235830720190738,1.00416446302525,"ACETAMINOPHEN","#FFFF5D",409
"Hypersensitivity",95,0.00246196905693627,0.842481591313258,"ACETAMINOPHEN","#FFFF93",410
"Hypertension",160,0.00414647420115583,1.17495429264578,"ACETAMINOPHEN","#FFFF0D",411
"Hypoaesthesia",108,0.00279887008578019,1.07034908896878,"ACETAMINOPHEN","#FFFF43",412
"Hypotension",167,0.0043278824474564,1.34669198836061,"ACETAMINOPHEN","#FFD600",413
"Infection",74,0.00191774431803457,0.813026407857569,"ACETAMINOPHEN","#FFFF93",414
"Influenza",70,0.00181408246300568,1.23052645513578,"ACETAMINOPHEN","#FFFF0D",415
"Insomnia",199,0.00515717728768756,1.02469648147079,"ACETAMINOPHEN","#FFFF43",416
"Joint swelling",124,0.00321351750589577,1.66636817478245,"ACETAMINOPHEN","#FF6B00",417
"Loss of consciousness",73,0.00189182885427735,0.961148627912591,"ACETAMINOPHEN","#FFFF5D",418
"Malaise",328,0.00850027211236945,0.882291684953788,"ACETAMINOPHEN","#FFFF78",419
"Memory impairment",62,0.00160675875294788,0.59203600840635,"ACETAMINOPHEN","#FFFFE4",420
"Muscle spasms",119,0.00308394018710965,0.956907096779025,"ACETAMINOPHEN","#FFFF5D",421
"Muscular weakness",78,0.00202140617306347,1.00603381006285,"ACETAMINOPHEN","#FFFF5D",422
"Musculoskeletal pain",63,0.00163267421670511,1.22057751783894,"ACETAMINOPHEN","#FFFF0D",423
"Myalgia",123,0.00318760204213854,1.068726316283,"ACETAMINOPHEN","#FFFF43",424
"Nasal congestion",40,0.00103661855028896,1.25080985824241,"ACETAMINOPHEN","#FFF100",425
"Nasopharyngitis",157,0.00406872780988416,1.16532901497942,"ACETAMINOPHEN","#FFFF28",426
"Nausea",462,0.0119729442558375,0.875056960815834,"ACETAMINOPHEN","#FFFF78",427
"Neuropathy peripheral",61,0.00158084328919066,0.890730663643828,"ACETAMINOPHEN","#FFFF78",428
"Off label use",407,0.0105475937491901,0.766610040041772,"ACETAMINOPHEN","#FFFFAE",429
"Oropharyngeal pain",72,0.00186591339052012,1.19378094555052,"ACETAMINOPHEN","#FFFF0D",430
"Pain",387,0.0100292844740457,1.06774380748329,"ACETAMINOPHEN","#FFFF43",431
"Pain in extremity",232,0.00601238759167595,1.0400589888623,"ACETAMINOPHEN","#FFFF43",432
"Palpitations",63,0.00163267421670511,0.884749280358267,"ACETAMINOPHEN","#FFFF78",433
"Paraesthesia",109,0.00282478554953741,0.952536121605105,"ACETAMINOPHEN","#FFFF5D",434
"Peripheral swelling",150,0.00388731956358359,1.09586357926887,"ACETAMINOPHEN","#FFFF43",435
"Pneumonia",270,0.00699717521445046,1.2044835671964,"ACETAMINOPHEN","#FFFF0D",436
"Product use issue",319,0.00826703293855444,0.821673667683164,"ACETAMINOPHEN","#FFFF93",437
"Pruritus",171,0.00443154430248529,0.887342247736959,"ACETAMINOPHEN","#FFFF78",438
"Pyrexia",318,0.00824111747479721,1.46839495650381,"ACETAMINOPHEN","#FFBB00",439
"Rash",202,0.00523492367895924,0.767564240167319,"ACETAMINOPHEN","#FFFFAE",440
"Renal disorder",27,0.000699717521445046,0.75324505433863,"ACETAMINOPHEN","#FFFFAE",441
"Rhinorrhoea",45,0.00116619586907508,1.29672566316524,"ACETAMINOPHEN","#FFF100",442
"Somnolence",195,0.00505351543265867,1.46942210754794,"ACETAMINOPHEN","#FFBB00",443
"Swelling",62,0.00160675875294788,0.934711154993867,"ACETAMINOPHEN","#FFFF78",444
"Syncope",58,0.00150309689791899,0.930482654235864,"ACETAMINOPHEN","#FFFF78",445
"Tremor",104,0.00269520823075129,0.965551753540473,"ACETAMINOPHEN","#FFFF5D",446
"Unevaluable event",56,0.00145126597040454,0.618847285204208,"ACETAMINOPHEN","#FFFFE4",447
"Upper respiratory tract infection",41,0.00106253401404618,1.25788991404379,"ACETAMINOPHEN","#FFF100",448
"Urinary tract infection",155,0.00401689688236971,1.34369177840893,"ACETAMINOPHEN","#FFD600",449
"Urticaria",106,0.00274703915826574,1.1360933985505,"ACETAMINOPHEN","#FFFF28",450
"Vision blurred",58,0.00150309689791899,0.572325481734153,"ACETAMINOPHEN","#FFFFFF",451
"Visual impairment",59,0.00152901236167621,0.828574722875203,"ACETAMINOPHEN","#FFFF93",452
"Vomiting",353,0.00914815870630005,1.16699869521699,"ACETAMINOPHEN","#FFFF28",453
"Weight decreased",229,0.00593464120040428,1.19075498565161,"ACETAMINOPHEN","#FFFF0D",454
"Weight increased",153,0.00396506595485526,1.09597392424853,"ACETAMINOPHEN","#FFFF43",455
"Abdominal discomfort",104,0.00337684265212027,1.13873610366089,"METFORMIN HYDROCHLORIDE","#FFFF28",456
"Abdominal distension",61,0.00198064809403208,1.19895772452757,"METFORMIN HYDROCHLORIDE","#FFFF0D",457
"Abdominal pain",146,0.00474056756932268,1.27114912760805,"METFORMIN HYDROCHLORIDE","#FFF100",458
"Abdominal pain upper",124,0.0040262354698357,1.27069023796084,"METFORMIN HYDROCHLORIDE","#FFF100",459
"Alopecia",75,0.00243522306643289,0.598813513914989,"METFORMIN HYDROCHLORIDE","#FFFFE4",460
"Anxiety",112,0.00363659977920644,0.769347902489878,"METFORMIN HYDROCHLORIDE","#FFFFAE",461
"Arthralgia",187,0.00607182284563933,0.827325071906476,"METFORMIN HYDROCHLORIDE","#FFFF93",462
"Arthropathy",40,0.00129878563543087,1.34305649421991,"METFORMIN HYDROCHLORIDE","#FFD600",463
"Asthenia",246,0.00798753165789986,1.2647215303932,"METFORMIN HYDROCHLORIDE","#FFF100",464
"Back pain",130,0.00422105331515033,0.99540928699468,"METFORMIN HYDROCHLORIDE","#FFFF5D",465
"Balance disorder",57,0.00185076953048899,1.2704679838526,"METFORMIN HYDROCHLORIDE","#FFF100",466
"Blood glucose increased",445,0.0144489901941685,5.62356982782363,"METFORMIN HYDROCHLORIDE","red",467
"Blood pressure increased",96,0.00311708552503409,1.13445527610329,"METFORMIN HYDROCHLORIDE","#FFFF28",468
"Cataract",60,0.00194817845314631,1.93770945378193,"METFORMIN HYDROCHLORIDE","#FF0000",469
"Chest pain",106,0.00344178193389181,1.15492179144193,"METFORMIN HYDROCHLORIDE","#FFFF28",470
"Chills",42,0.00136372491720242,0.756762295756911,"METFORMIN HYDROCHLORIDE","#FFFFAE",471
"Chronic obstructive pulmonary disease",38,0.00123384635365933,1.32861414917271,"METFORMIN HYDROCHLORIDE","#FFD600",472
"Confusional state",114,0.00370153906097799,1.2587675879921,"METFORMIN HYDROCHLORIDE","#FFF100",473
"Constipation",121,0.00392882654717839,1.07728132179086,"METFORMIN HYDROCHLORIDE","#FFFF43",474
"Contusion",49,0.00159101240340282,0.883442533862418,"METFORMIN HYDROCHLORIDE","#FFFF78",475
"Cough",163,0.0052925514643808,1.12829507297374,"METFORMIN HYDROCHLORIDE","#FFFF28",476
"Death",139,0.00451328008312228,0.279466389674676,"METFORMIN HYDROCHLORIDE","white",477
"Decreased appetite",215,0.00698097279044094,1.58306598223189,"METFORMIN HYDROCHLORIDE","#FF8600",478
"Dehydration",134,0.00435093187869342,1.98652655439498,"METFORMIN HYDROCHLORIDE","#FF0000",479
"Depression",100,0.00324696408857718,0.876217581871547,"METFORMIN HYDROCHLORIDE","#FFFF78",480
"Diabetes mellitus",110,0.0035716604974349,3.39254918837382,"METFORMIN HYDROCHLORIDE","red",481
"Diarrhoea",487,0.0158127151113709,1.38349470671125,"METFORMIN HYDROCHLORIDE","#FFD600",482
"Dizziness",313,0.0101629975972466,1.17257784489664,"METFORMIN HYDROCHLORIDE","#FFFF28",483
"Drug dose omission",242,0.00785765309435678,0.964346553670698,"METFORMIN HYDROCHLORIDE","#FFFF5D",484
"Drug hypersensitivity",112,0.00363659977920644,0.60295572750797,"METFORMIN HYDROCHLORIDE","#FFFFE4",485
"Drug ineffective",419,0.0136047795311384,0.659666185799049,"METFORMIN HYDROCHLORIDE","#FFFFC9",486
"Dry mouth",44,0.00142866419897396,1.04896384184019,"METFORMIN HYDROCHLORIDE","#FFFF43",487
"Dysgeusia",62,0.00201311773491785,1.36186953747864,"METFORMIN HYDROCHLORIDE","#FFD600",488
"Dyspepsia",56,0.00181829988960322,1.15429740814115,"METFORMIN HYDROCHLORIDE","#FFFF28",489
"Dysphagia",34,0.00110396779011624,0.682252094291837,"METFORMIN HYDROCHLORIDE","#FFFFC9",490
"Dysphonia",36,0.00116890707188778,1.11506940149819,"METFORMIN HYDROCHLORIDE","#FFFF28",491
"Dyspnoea",303,0.00983830118838886,1.02129794690927,"METFORMIN HYDROCHLORIDE","#FFFF5D",492
"Fall",267,0.00866939411650107,1.36804150619171,"METFORMIN HYDROCHLORIDE","#FFD600",493
"Fatigue",436,0.0141567634261965,1.00705519581445,"METFORMIN HYDROCHLORIDE","#FFFF5D",494
"Feeling abnormal",128,0.00415611403337879,0.913944945347068,"METFORMIN HYDROCHLORIDE","#FFFF78",495
"Gait disturbance",131,0.00425352295603611,1.20470536462597,"METFORMIN HYDROCHLORIDE","#FFFF0D",496
"Gastrooesophageal reflux disease",58,0.00188323917137476,1.54819030848087,"METFORMIN HYDROCHLORIDE","#FF8600",497
"Headache",254,0.00824728878498604,0.712710510845446,"METFORMIN HYDROCHLORIDE","#FFFFC9",498
"Heart rate increased",46,0.0014936034807455,0.966873139429097,"METFORMIN HYDROCHLORIDE","#FFFF5D",499
"Hyperhidrosis",84,0.00272744983440483,1.16768056649641,"METFORMIN HYDROCHLORIDE","#FFFF28",500
"Hypersensitivity",58,0.00188323917137476,0.640917493295842,"METFORMIN HYDROCHLORIDE","#FFFFE4",501
"Hypertension",139,0.00451328008312228,1.28155173631014,"METFORMIN HYDROCHLORIDE","#FFF100",502
"Hypoaesthesia",89,0.00288979803883369,1.10577448168864,"METFORMIN HYDROCHLORIDE","#FFFF28",503
"Hypotension",140,0.00454574972400805,1.41350805417987,"METFORMIN HYDROCHLORIDE","#FFBB00",504
"Infection",57,0.00185076953048899,0.785147997680092,"METFORMIN HYDROCHLORIDE","#FFFFAE",505
"Influenza",45,0.00146113383985973,0.9809654109771,"METFORMIN HYDROCHLORIDE","#FFFF5D",506
"Insomnia",152,0.00493538541463731,0.978916244197978,"METFORMIN HYDROCHLORIDE","#FFFF5D",507
"Joint swelling",44,0.00142866419897396,0.713697495547413,"METFORMIN HYDROCHLORIDE","#FFFFC9",508
"Loss of consciousness",74,0.00240275342554711,1.23226210576444,"METFORMIN HYDROCHLORIDE","#FFFF0D",509
"Malaise",304,0.00987077082927463,1.03070526194805,"METFORMIN HYDROCHLORIDE","#FFFF43",510
"Memory impairment",77,0.00250016234820443,0.935278123650039,"METFORMIN HYDROCHLORIDE","#FFFF78",511
"Muscle spasms",78,0.0025326319890902,0.781493335764486,"METFORMIN HYDROCHLORIDE","#FFFFAE",512
"Muscular weakness",76,0.00246769270731866,1.23763378015749,"METFORMIN HYDROCHLORIDE","#FFFF0D",513
"Musculoskeletal pain",51,0.00165595168517436,1.23633045899052,"METFORMIN HYDROCHLORIDE","#FFFF0D",514
"Myalgia",93,0.00301967660237678,1.00983910986624,"METFORMIN HYDROCHLORIDE","#FFFF5D",515
"Nasal congestion",16,0.000519514254172349,0.612233731673651,"METFORMIN HYDROCHLORIDE","#FFFFE4",516
"Nasopharyngitis",102,0.00331190337034872,0.94011803640086,"METFORMIN HYDROCHLORIDE","#FFFF78",517
"Nausea",535,0.0173712578738879,1.28868384253591,"METFORMIN HYDROCHLORIDE","#FFF100",518
"Neuropathy peripheral",54,0.00175336060783168,0.99224087547109,"METFORMIN HYDROCHLORIDE","#FFFF5D",519
"Off label use",208,0.00675368530424054,0.487195519808027,"METFORMIN HYDROCHLORIDE","white",520
"Oropharyngeal pain",49,0.00159101240340282,1.01001023212351,"METFORMIN HYDROCHLORIDE","#FFFF5D",521
"Pain",261,0.00847457627118644,0.896534700542041,"METFORMIN HYDROCHLORIDE","#FFFF78",522
"Pain in extremity",182,0.00590947464121047,1.02126508204688,"METFORMIN HYDROCHLORIDE","#FFFF5D",523
"Palpitations",60,0.00194817845314631,1.06311522371902,"METFORMIN HYDROCHLORIDE","#FFFF43",524
"Paraesthesia",84,0.00272744983440483,0.919048962983869,"METFORMIN HYDROCHLORIDE","#FFFF78",525
"Peripheral swelling",119,0.00386388726540684,1.08809128098212,"METFORMIN HYDROCHLORIDE","#FFFF43",526
"Pneumonia",211,0.00685109422689785,1.1761956445191,"METFORMIN HYDROCHLORIDE","#FFFF0D",527
"Product use issue",180,0.00584453535943892,0.576974197388781,"METFORMIN HYDROCHLORIDE","#FFFFE4",528
"Pruritus",112,0.00363659977920644,0.724875925220445,"METFORMIN HYDROCHLORIDE","#FFFFAE",529
"Pyrexia",153,0.00496785505552309,0.864096715302301,"METFORMIN HYDROCHLORIDE","#FFFF93",530
"Rash",135,0.00438340151957919,0.641238532101241,"METFORMIN HYDROCHLORIDE","#FFFFE4",531
"Renal disorder",35,0.00113643743100201,1.24644119876628,"METFORMIN HYDROCHLORIDE","#FFFF0D",532
"Rhinorrhoea",19,0.000616923176829664,0.670005787235993,"METFORMIN HYDROCHLORIDE","#FFFFC9",533
"Somnolence",143,0.00464315864666537,1.33902470243365,"METFORMIN HYDROCHLORIDE","#FFD600",534
"Swelling",37,0.00120137671277356,0.693598996339074,"METFORMIN HYDROCHLORIDE","#FFFFC9",535
"Syncope",75,0.00243522306643289,1.53931804860886,"METFORMIN HYDROCHLORIDE","#FFA100",536
"Tremor",74,0.00240275342554711,0.857916566785237,"METFORMIN HYDROCHLORIDE","#FFFF93",537
"Unevaluable event",35,0.00113643743100201,0.483961791736259,"METFORMIN HYDROCHLORIDE","white",538
"Upper respiratory tract infection",31,0.00100655886745893,1.1862028551177,"METFORMIN HYDROCHLORIDE","#FFFF0D",539
"Urinary tract infection",139,0.00451328008312228,1.51389968547463,"METFORMIN HYDROCHLORIDE","#FFA100",540
"Urticaria",57,0.00185076953048899,0.754797131686015,"METFORMIN HYDROCHLORIDE","#FFFFAE",541
"Vision blurred",82,0.00266251055263329,1.03352991759538,"METFORMIN HYDROCHLORIDE","#FFFF43",542
"Visual impairment",54,0.00175336060783168,0.955626821025662,"METFORMIN HYDROCHLORIDE","#FFFF5D",543
"Vomiting",320,0.010390285083447,1.33082747859108,"METFORMIN HYDROCHLORIDE","#FFD600",544
"Weight decreased",295,0.00957854406130268,1.96860405604248,"METFORMIN HYDROCHLORIDE","#FF0000",545
"Weight increased",134,0.00435093187869342,1.20608321616536,"METFORMIN HYDROCHLORIDE","#FFFF0D",546
"Abdominal discomfort",97,0.00286042876942585,0.958649634099127,"FUROSEMIDE","#FFFF5D",547
"Abdominal distension",83,0.00244758338002418,1.49893095375588,"FUROSEMIDE","#FFA100",548
"Abdominal pain",127,0.00374509746100086,0.994973472536821,"FUROSEMIDE","#FFFF5D",549
"Abdominal pain upper",96,0.00283093981304002,0.881523313806709,"FUROSEMIDE","#FFFF78",550
"Alopecia",50,0.00147444781929168,0.358799502554053,"FUROSEMIDE","white",551
"Anxiety",83,0.00244758338002418,0.512436803062109,"FUROSEMIDE","#FFFFFF",552
"Arthralgia",171,0.00504261154197753,0.682994664127119,"FUROSEMIDE","#FFFFC9",553
"Arthropathy",25,0.000737223909645838,0.746607451128818,"FUROSEMIDE","#FFFFAE",554
"Asthenia",302,0.00890566482852172,1.4193437474107,"FUROSEMIDE","#FFBB00",555
"Back pain",151,0.00445283241426086,1.05225899175846,"FUROSEMIDE","#FFFF43",556
"Balance disorder",79,0.00232962755448085,1.62119130317926,"FUROSEMIDE","#FF8600",557
"Blood glucose increased",89,0.00262451711833918,0.88025387113111,"FUROSEMIDE","#FFFF78",558
"Blood pressure increased",99,0.00291940668219752,1.0600843427804,"FUROSEMIDE","#FFFF43",559
"Cataract",28,0.000825690778803338,0.789996425861808,"FUROSEMIDE","#FFFFAE",560
"Chest pain",132,0.00389254224293002,1.31453161077983,"FUROSEMIDE","#FFF100",561
"Chills",45,0.00132700303736251,0.73517883017051,"FUROSEMIDE","#FFFFAE",562
"Chronic obstructive pulmonary disease",76,0.00224116068532335,2.52123154146288,"FUROSEMIDE","red",563
"Confusional state",142,0.00418743180678836,1.43441304931846,"FUROSEMIDE","#FFBB00",564
"Constipation",195,0.00575034649523753,1.6080193918929,"FUROSEMIDE","#FF8600",565
"Contusion",99,0.00291940668219752,1.66761003987189,"FUROSEMIDE","#FF6B00",566
"Cough",191,0.0056323906696942,1.20464000194146,"FUROSEMIDE","#FFFF0D",567
"Death",315,0.00928902126153755,0.580300324493672,"FUROSEMIDE","#FFFFE4",568
"Decreased appetite",182,0.0053669900622217,1.20263475182896,"FUROSEMIDE","#FFFF0D",569
"Dehydration",144,0.00424640971956002,1.94199905589526,"FUROSEMIDE","#FF0000",570
"Depression",82,0.00241809442363835,0.646704048280012,"FUROSEMIDE","#FFFFE4",571
"Diabetes mellitus",38,0.00112058034266167,0.984660079626051,"FUROSEMIDE","#FFFF5D",572
"Diarrhoea",486,0.0143316328035151,1.24938307967931,"FUROSEMIDE","#FFF100",573
"Dizziness",302,0.00890566482852172,1.02243677904351,"FUROSEMIDE","#FFFF5D",574
"Drug dose omission",170,0.0050131225855917,0.607031885673034,"FUROSEMIDE","#FFFFE4",575
"Drug hypersensitivity",84,0.00247707233641001,0.407128252970658,"FUROSEMIDE","white",576
"Drug ineffective",318,0.00937748813069506,0.450606724928103,"FUROSEMIDE","white",577
"Dry mouth",41,0.00120904721181917,0.882403622901075,"FUROSEMIDE","#FFFF78",578
"Dysgeusia",32,0.000943646604346672,0.621890576605927,"FUROSEMIDE","#FFFFE4",579
"Dyspepsia",57,0.00168087051399251,1.06406815056364,"FUROSEMIDE","#FFFF43",580
"Dysphagia",47,0.00138598095013417,0.861335954315651,"FUROSEMIDE","#FFFF93",581
