"","counts","type","freq"
"CYANOCOBALAMIN CO-57\FOLIC ACID\PYRIDOXINE HYDROCHLORIDE",10,"Drug",3.22773267917951e-05
"CYPROTERONE",10,"Drug",3.22773267917951e-05
"DELAMANID",10,"Drug",3.22773267917951e-05
"DEQUALINIUM CHLORIDE",10,"Drug",3.22773267917951e-05
"DIHYDROERGOTAMINE",10,"Drug",3.22773267917951e-05
"DIQUAFOSOL TETRASODIUM",10,"Drug",3.22773267917951e-05
"DOXYCYCLINE CALCIUM",10,"Drug",3.22773267917951e-05
"EDARAVONE",10,"Drug",3.22773267917951e-05
"EPINEPHRINE BITARTRATE\LIDOCAINE HYDROCHLORIDE",10,"Drug",3.22773267917951e-05
"EPRAZINONE",10,"Drug",3.22773267917951e-05
"ESMOLOL HYDROCHLORIDE",10,"Drug",3.22773267917951e-05
"ETHINYL ESTRADIOL\GESTODENE",10,"Drug",3.22773267917951e-05
"FESOTERODINE",10,"Drug",3.22773267917951e-05
"FLUNARIZINE",10,"Drug",3.22773267917951e-05
"FLUOROURACIL\LEUCOVORIN CALCIUM\OXALIPLATIN",10,"Drug",3.22773267917951e-05
"FOLIC ACID\IRON\MINERALS\VITAMINS",10,"Drug",3.22773267917951e-05
"FUDOSTEINE",10,"Drug",3.22773267917951e-05
"GADOTERIDOL",10,"Drug",3.22773267917951e-05
"HYDROCHLOROTHIAZIDE\NEBIVOLOL HYDROCHLORIDE",10,"Drug",3.22773267917951e-05
"HYDROQUINONE",10,"Drug",3.22773267917951e-05
"IMIDAFENACIN",10,"Drug",3.22773267917951e-05
"IOMEPROL",10,"Drug",3.22773267917951e-05
"ITOPRIDE",10,"Drug",3.22773267917951e-05
"KANAMYCIN\KANAMYCIN A SULFATE",10,"Drug",3.22773267917951e-05
"KETOROLAC\PHENYLEPHRINE",10,"Drug",3.22773267917951e-05
"LEUPROLIDE",10,"Drug",3.22773267917951e-05
"LOPERAMIDE OXIDE",10,"Drug",3.22773267917951e-05
"LULICONAZOLE",10,"Drug",3.22773267917951e-05
"LURASIDONE",10,"Drug",3.22773267917951e-05
"MAGALDRATE",10,"Drug",3.22773267917951e-05
"MENTHOL\ZINC OXIDE",10,"Drug",3.22773267917951e-05
"NALBUPHINE HYDROCHLORIDE",10,"Drug",3.22773267917951e-05
"NECITUMUMAB",10,"Drug",3.22773267917951e-05
"OCRIPLASMIN",10,"Drug",3.22773267917951e-05
"OPIUM",10,"Drug",3.22773267917951e-05
"OXACILLIN SODIUM",10,"Drug",3.22773267917951e-05
"PERAMIVIR",10,"Drug",3.22773267917951e-05
"PHENOL",10,"Drug",3.22773267917951e-05
"POLATUZUMAB VEDOTIN",10,"Drug",3.22773267917951e-05
"POTASSIUM PHOSPHATE, MONOBASIC",10,"Drug",3.22773267917951e-05
"PROPIVERINE HYDROCHLORIDE",10,"Drug",3.22773267917951e-05
"RESLIZUMAB",10,"Drug",3.22773267917951e-05
"RITODRINE HYDROCHLORIDE",10,"Drug",3.22773267917951e-05
"SODIUM BICARBONATE\SODIUM CHLORIDE",10,"Drug",3.22773267917951e-05
"SODIUM CITRATE",10,"Drug",3.22773267917951e-05
"TECHNETIUM TC-99M",10,"Drug",3.22773267917951e-05
"TECHNETIUM TC-99M MEDRONATE",10,"Drug",3.22773267917951e-05
"TETANUS TOXOIDS",10,"Drug",3.22773267917951e-05
"THIOCOLCHICOSIDE",10,"Drug",3.22773267917951e-05
"TROPISETRON",10,"Drug",3.22773267917951e-05
"VINPOCETINE",10,"Drug",3.22773267917951e-05
"ZEAXANTHIN",10,"Drug",3.22773267917951e-05
"ZUCLOPENTHIXOL DECANOATE",10,"Drug",3.22773267917951e-05
".ALPHA.-TOCOPHEROL ACETATE, DL-\.BETA.-CAROTENE\ASCORBIC ACID\CALCIUM CARBONATE\CHOLECALCIFEROL\CUPRIC OXIDE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\VITAMIN A ACETATE\ZINC OXIDE",9,"Drug",2.90495941126156e-05
".GAMMA.-AMINOBUTYRIC ACID",9,"Drug",2.90495941126156e-05
"ACETAMINOPHEN\DICHLORALPHENAZONE\ISOMETHEPTENE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"ALFENTANIL HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"ALVERINE CITRATE",9,"Drug",2.90495941126156e-05
"AMINO ACIDS\ANHYDROUS DEXTROSE\CALCIUM CHLORIDE\MAGNESIUM SULFATE HEPTAHYDRATE\POTASSIUM CHLORIDE\SODIUM ACETATE\SODIUM GLYCEROPHOSPHATE ANHYDROUS\SOYBEAN OIL",9,"Drug",2.90495941126156e-05
"AMOXICILLIN\CLARITHROMYCIN\RABEPRAZOLE",9,"Drug",2.90495941126156e-05
"ARGATROBAN",9,"Drug",2.90495941126156e-05
"ASCORBIC ACID\BIOTIN\CYANOCOBALAMIN\FOLIC ACID\NIACIN\PANTOTHENIC ACID\PYRIDOXINE\RIBOFLAVIN\THIAMINE",9,"Drug",2.90495941126156e-05
"ASPIRIN\CLOPIDOGREL BISULFATE",9,"Drug",2.90495941126156e-05
"ASPIRIN\LANSOPRAZOLE",9,"Drug",2.90495941126156e-05
"BARNIDIPINE",9,"Drug",2.90495941126156e-05
"BARNIDIPINE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"BETAMETHASONE DIPROPIONATE\CALCIPOTRIENE HYDRATE",9,"Drug",2.90495941126156e-05
"BETAMIPRON\PANIPENEM",9,"Drug",2.90495941126156e-05
"BIFIDOBACTERIUM LONGUM\LACTOBACILLUS ACIDOPHILUS\LACTOBACILLUS RHAMNOSUS",9,"Drug",2.90495941126156e-05
"BUTORPHANOL",9,"Drug",2.90495941126156e-05
"CAMPHOR (SYNTHETIC)\MENTHOL",9,"Drug",2.90495941126156e-05
"CEFCAPENE PIVOXIL HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"CELLULASE\DIASTASE\LIPASE",9,"Drug",2.90495941126156e-05
"CEPHALEXIN MONOHYDRATE",9,"Drug",2.90495941126156e-05
"CHLORHEXIDINE ACETATE",9,"Drug",2.90495941126156e-05
"CHLORPHENIRAMINE MALEATE\IBUPROFEN\PHENYLEPHRINE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"CITRIC ACID MONOHYDRATE\TRISODIUM CITRATE DIHYDRATE",9,"Drug",2.90495941126156e-05
"CLODRONIC ACID",9,"Drug",2.90495941126156e-05
"CLOXACILLIN SODIUM",9,"Drug",2.90495941126156e-05
"COLCHICINE\DICYCLOMINE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"COPPER OR LEVONORGESTREL",9,"Drug",2.90495941126156e-05
"CREATINE MONOHYDRATE",9,"Drug",2.90495941126156e-05
"CROTAMITON",9,"Drug",2.90495941126156e-05
"CYCLOPENTOLATE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"DANTROLENE",9,"Drug",2.90495941126156e-05
"DEXKETOPROFEN",9,"Drug",2.90495941126156e-05
"DEXPANTHENOL\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN 5'-PHOSPHATE SODIUM\THIAMINE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"DEXTROMETHORPHAN HYDROBROMIDE\GUAIFENESIN\PHENYLEPHRINE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"DIFLORASONE DIACETATE",9,"Drug",2.90495941126156e-05
"DISOPYRAMIDE PHOSPHATE",9,"Drug",2.90495941126156e-05
"DYDROGESTERONE",9,"Drug",2.90495941126156e-05
"ELCATONIN",9,"Drug",2.90495941126156e-05
"EQUINE BOTULINUM NEUROTOXIN A/B/C/D/E/F/G IMMUNE FAB2",9,"Drug",2.90495941126156e-05
"ESTROGENS, ESTERIFIED",9,"Drug",2.90495941126156e-05
"FERUMOXYTOL NON-STOICHIOMETRIC MAGNETITE",9,"Drug",2.90495941126156e-05
"FLAVIN ADENINE DINUCLEOTIDE",9,"Drug",2.90495941126156e-05
"FLUOXETINE HYDROCHLORIDE\OLANZAPINE",9,"Drug",2.90495941126156e-05
"FOSFLUCONAZOLE",9,"Drug",2.90495941126156e-05
"GANIRELIX",9,"Drug",2.90495941126156e-05
"GILTERITINIB",9,"Drug",2.90495941126156e-05
"HALOPERIDOL LACTATE",9,"Drug",2.90495941126156e-05
"HEPATITIS B VIRUS VACCINE",9,"Drug",2.90495941126156e-05
"HISTAMINE PHOSPHATE",9,"Drug",2.90495941126156e-05
"IMIDAPRIL HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"INDOBUFEN",9,"Drug",2.90495941126156e-05
"INFLUENZA VIRUS VACCINE TRIVALENT TYPE A+B AFLURIA",9,"Drug",2.90495941126156e-05
"INTERFERON ALFA-2A OR INTERFERON ALFA-2B",9,"Drug",2.90495941126156e-05
"IRON ISOMALTOSIDE 1000",9,"Drug",2.90495941126156e-05
"KETOTIFEN",9,"Drug",2.90495941126156e-05
"LACTOSE",9,"Drug",2.90495941126156e-05
"LAMIVUDINE\TENOFOVIR",9,"Drug",2.90495941126156e-05
"LEVOBUPIVACAINE",9,"Drug",2.90495941126156e-05
"LEVOMEPROMAZINE MALEATE",9,"Drug",2.90495941126156e-05
"LOMERIZINE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"MAGNESIUM GLYCEROPHOSPHATE",9,"Drug",2.90495941126156e-05
"MECLIZINE MONOHYDROCHLORIDE\NIACIN",9,"Drug",2.90495941126156e-05
"METHAZOLAMIDE",9,"Drug",2.90495941126156e-05
"MILRINONE LACTATE",9,"Drug",2.90495941126156e-05
"MIPOMERSEN SODIUM",9,"Drug",2.90495941126156e-05
"MITRAGYNINE",9,"Drug",2.90495941126156e-05
"MOGAMULIZUMAB",9,"Drug",2.90495941126156e-05
"MOLYBDENUM",9,"Drug",2.90495941126156e-05
"MOSAPRIDE",9,"Drug",2.90495941126156e-05
"NELFINAVIR MESYLATE",9,"Drug",2.90495941126156e-05
"OLODATEROL",9,"Drug",2.90495941126156e-05
"OMEGA-3-CARBOXYLIC ACIDS",9,"Drug",2.90495941126156e-05
"ONARTUZUMAB",9,"Drug",2.90495941126156e-05
"PANTHENOL",9,"Drug",2.90495941126156e-05
"PENTOSTATIN",9,"Drug",2.90495941126156e-05
"PERFLUTREN",9,"Drug",2.90495941126156e-05
"PEROSPIRONE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"PIMOBENDAN",9,"Drug",2.90495941126156e-05
"PIRBUTEROL ACETATE",9,"Drug",2.90495941126156e-05
"POLYMYXIN B",9,"Drug",2.90495941126156e-05
"POLYMYXIN B SULFATE\TRIMETHOPRIM SULFATE",9,"Drug",2.90495941126156e-05
"POTASSIUM ACETATE",9,"Drug",2.90495941126156e-05
"POTASSIUM BROMIDE",9,"Drug",2.90495941126156e-05
"PROTAMINE SULFATE",9,"Drug",2.90495941126156e-05
"QUAZEPAM",9,"Drug",2.90495941126156e-05
"SODIUM CHONDROITIN SULFATE",9,"Drug",2.90495941126156e-05
"SODIUM FEREDETATE",9,"Drug",2.90495941126156e-05
"STRONTIUM RANELATE",9,"Drug",2.90495941126156e-05
"SUPLATAST TOSILATE",9,"Drug",2.90495941126156e-05
"TEMOCILLIN",9,"Drug",2.90495941126156e-05
"TILIDINE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"TIPRANAVIR",9,"Drug",2.90495941126156e-05
"TOLNAFTATE",9,"Drug",2.90495941126156e-05
"TRIENTINE HYDROCHLORIDE",9,"Drug",2.90495941126156e-05
"TRYPTOPHAN",9,"Drug",2.90495941126156e-05
"VALDECOXIB",9,"Drug",2.90495941126156e-05
"VINDESINE SULFATE",9,"Drug",2.90495941126156e-05
"XIPAMIDE",9,"Drug",2.90495941126156e-05
"XYLOMETAZOLINE",9,"Drug",2.90495941126156e-05
"ZALTOPROFEN",9,"Drug",2.90495941126156e-05
"ACETAMINOPHEN AND OR DEXTROMETHORPHAN AND OR DIPHENHYDRAMINE AND OR GUAIFENESIN AND OR PHENYLEPHRINE AND OR PSEUDOEPHEDRINE",8,"Drug",2.58218614334361e-05
"ACETAMINOPHEN\BELLADONNA LEAF\CAFFEINE\MORPHINE",8,"Drug",2.58218614334361e-05
"ACETAMINOPHEN\CHLORPHENIRAMINE MALEATE\DEXTROMETHORPHAN HYDROBROMIDE\PHENYLEPHRINE HYDROCHLORIDE OR ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE\DOXYLAMINE SUCCINATE\PHENYLEPHRINE HYDROCHLORIDE",8,"Drug",2.58218614334361e-05
"AMILORIDE\FUROSEMIDE",8,"Drug",2.58218614334361e-05
"AMLODIPINE MALEATE",8,"Drug",2.58218614334361e-05
"AMOROLFINE",8,"Drug",2.58218614334361e-05
"AMOXICILLIN\CLARITHROMYCIN\ESOMEPRAZOLE",8,"Drug",2.58218614334361e-05
"ANAGLIPTIN",8,"Drug",2.58218614334361e-05
"APOMORPHINE",8,"Drug",2.58218614334361e-05
"APRACLONIDINE HYDROCHLORIDE",8,"Drug",2.58218614334361e-05
"ARTEMETHER\LUMEFANTRINE",8,"Drug",2.58218614334361e-05
"AVIBACTAM SODIUM\CEFTAZIDIME",8,"Drug",2.58218614334361e-05
"AVOCADO OIL\SOYBEAN OIL",8,"Drug",2.58218614334361e-05
"BENDROFLUMETHIAZIDE\POTASSIUM CHLORIDE",8,"Drug",2.58218614334361e-05
"BICYCLOL",8,"Drug",2.58218614334361e-05
"BORON",8,"Drug",2.58218614334361e-05
"BROMELAINS",8,"Drug",2.58218614334361e-05
"CALCIUM ASCORBATE",8,"Drug",2.58218614334361e-05
"CALCIUM CHLORIDE\DEXTROSE MONOHYDRATE\HYDROCHLORIC ACID\MAGNESIUM CHLORIDE\SODIUM BICARBONATE\SODIUM CHLORIDE\SODIUM HYDROXIDE\SODIUM LACTATE",8,"Drug",2.58218614334361e-05
"CALCIUM CITRATE\CHOLECALCIFEROL",8,"Drug",2.58218614334361e-05
"CALCIUM PANTOTHENATE\CYANOCOBALAMIN\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE",8,"Drug",2.58218614334361e-05
"CALCIUM PHOSPHATE, DIBASIC, ANHYDROUS\FERROUS SUCCINATE\MAGNESIUM HYDROXIDE",8,"Drug",2.58218614334361e-05
"CAMPHOR\DIPHENHYDRAMINE\ZINC OXIDE",8,"Drug",2.58218614334361e-05
"CEFMETAZOLE",8,"Drug",2.58218614334361e-05
"CEFOZOPRAN HYDROCHLORIDE",8,"Drug",2.58218614334361e-05
"CEFTAROLINE",8,"Drug",2.58218614334361e-05
"CEPHARANTHINE",8,"Drug",2.58218614334361e-05
"CHONDROITIN SULFATE A\HYALURONATE SODIUM",8,"Drug",2.58218614334361e-05
"CICLOPIROX\CICLOPIROX OLAMINE",8,"Drug",2.58218614334361e-05
"CIPROFLOXACIN\CIPROFLOXACIN HYDROCHLORIDE",8,"Drug",2.58218614334361e-05
"CITRIC ACID MONOHYDRATE",8,"Drug",2.58218614334361e-05
"CLAVULANATE POTASSIUM",8,"Drug",2.58218614334361e-05
"CLAVULANIC ACID",8,"Drug",2.58218614334361e-05
"CLOXACILLIN",8,"Drug",2.58218614334361e-05
"COAGULATION FACTOR IX RECOMBINANT HUMAN",8,"Drug",2.58218614334361e-05
"DANAPAROID SODIUM",8,"Drug",2.58218614334361e-05
"DIBUCAINE",8,"Drug",2.58218614334361e-05
"DIFLUNISAL",8,"Drug",2.58218614334361e-05
"DOXERCALCIFEROL",8,"Drug",2.58218614334361e-05
"DOXYCYCLINE HYDROCHLORIDE",8,"Drug",2.58218614334361e-05
"ECHINACEA PURPUREA",8,"Drug",2.58218614334361e-05
"EFAVIRENZ\LAMIVUDINE\TENOFOVIR",8,"Drug",2.58218614334361e-05
"ELBASVIR",8,"Drug",2.58218614334361e-05
"EPACADOSTAT",8,"Drug",2.58218614334361e-05
"EPINASTINE",8,"Drug",2.58218614334361e-05
"ESTROGENS\METHYLTESTOSTERONE",8,"Drug",2.58218614334361e-05
"ETHAMSYLATE",8,"Drug",2.58218614334361e-05
"EZOGABINE",8,"Drug",2.58218614334361e-05
"FLAVOCOXID",8,"Drug",2.58218614334361e-05
"FLUORESCEIN",8,"Drug",2.58218614334361e-05
"FOLIC ACID\IRON",8,"Drug",2.58218614334361e-05
"GRAPE SEED EXTRACT",8,"Drug",2.58218614334361e-05
"GRAZOPREVIR",8,"Drug",2.58218614334361e-05
"GUANABENZ ACETATE",8,"Drug",2.58218614334361e-05
"HUMAN PAPILLOMAVIRUS QUADRIVALENT (TYPES 6, 11, 16, AND 18) VACCINE, RECOMBINANT",8,"Drug",2.58218614334361e-05
"HYALURONIDASE RECOMBINANT HUMAN",8,"Drug",2.58218614334361e-05
"HYDRALAZINE HYDROCHLORIDE\ISOSORBIDE DINITRATE",8,"Drug",2.58218614334361e-05
"HYDROCORTISONE VALERATE",8,"Drug",2.58218614334361e-05
"IFENPRODIL",8,"Drug",2.58218614334361e-05
"IOBITRIDOL",8,"Drug",2.58218614334361e-05
"KELP",8,"Drug",2.58218614334361e-05
"LAMIVUDINE\NEVIRAPINE\ZIDOVUDINE",8,"Drug",2.58218614334361e-05
"MAGNESIUM GLUCEPTATE",8,"Drug",2.58218614334361e-05
"MEBENDAZOLE",8,"Drug",2.58218614334361e-05
"MECASERMIN",8,"Drug",2.58218614334361e-05
"MENTHOL\TROLAMINE SALICYLATE",8,"Drug",2.58218614334361e-05
"METARAMINOL",8,"Drug",2.58218614334361e-05
"METFORMIN HYDROCHLORIDE\SAXAGLIPTIN",8,"Drug",2.58218614334361e-05
"METYRAPONE",8,"Drug",2.58218614334361e-05
"MONOSODIUM GLUTAMATE",8,"Drug",2.58218614334361e-05
"NEDAPLATIN",8,"Drug",2.58218614334361e-05
"NILUTAMIDE",8,"Drug",2.58218614334361e-05
"NISOLDIPINE",8,"Drug",2.58218614334361e-05
"OMBITASVIR HEMINONAHYDRATE\PARITAPREVIR DIHYDRATE\RITONAVIR",8,"Drug",2.58218614334361e-05
"PLANTAGO OVATA SEED\PLANTAGO SEED",8,"Drug",2.58218614334361e-05
"POTASSIUM NITRATE\SODIUM FLUORIDE",8,"Drug",2.58218614334361e-05
"PRAMOXINE HYDROCHLORIDE",8,"Drug",2.58218614334361e-05
"PROCAINE HYDROCHLORIDE",8,"Drug",2.58218614334361e-05
"PRUCALOPRIDE SUCCINATE",8,"Drug",2.58218614334361e-05
"RICOLINOSTAT",8,"Drug",2.58218614334361e-05
"SARGRAMOSTIM",8,"Drug",2.58218614334361e-05
"SERRAPEPTASE",8,"Drug",2.58218614334361e-05
"TECHNETIUM TC-99M TETROFOSMIN",8,"Drug",2.58218614334361e-05
"TEGAFUR\URACIL",8,"Drug",2.58218614334361e-05
"TEMOCAPRIL HYDROCHLORIDE",8,"Drug",2.58218614334361e-05
"THEANINE",8,"Drug",2.58218614334361e-05
"THIORIDAZINE",8,"Drug",2.58218614334361e-05
"THROMBIN HUMAN",8,"Drug",2.58218614334361e-05
"TOLPERISONE",8,"Drug",2.58218614334361e-05
"TRIMIPRAMINE",8,"Drug",2.58218614334361e-05
"TROPATEPINE",8,"Drug",2.58218614334361e-05
"ZILEUTON",8,"Drug",2.58218614334361e-05
"ACETAMINOPHEN\CHLORZOXAZONE",7,"Drug",2.25941287542566e-05
"ACETAMINOPHEN\GUAIFENESIN\PHENYLEPHRINE HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"ACETAMINOPHEN\OPIUM",7,"Drug",2.25941287542566e-05
"ACETIC ACID",7,"Drug",2.25941287542566e-05
"AJMALINE",7,"Drug",2.25941287542566e-05
"ALUMINUM HYDROXIDE\CALCIUM CARBONATE\DIMETHICONE\MAGNESIUM HYDROXIDE",7,"Drug",2.25941287542566e-05
"AMBROSIA ARTEMISIIFOLIA POLLEN",7,"Drug",2.25941287542566e-05
"AMILORIDE HYDROCHLORIDE\FUROSEMIDE",7,"Drug",2.25941287542566e-05
"AMLODIPINE BESYLATE\INDAPAMIDE\PERINDOPRIL ARGININE",7,"Drug",2.25941287542566e-05
"AMPHETAMINE\DEXTROAMPHETAMINE",7,"Drug",2.25941287542566e-05
"ATAZANAVIR SULFATE\COBICISTAT",7,"Drug",2.25941287542566e-05
"BALSAM PERU\BENZYL BENZOATE\BISMUTH HYDROXIDE\BISMUTH SUBGALLATE\HYDROCORTISONE ACETATE\ZINC OXIDE",7,"Drug",2.25941287542566e-05
"BECLOMETHASONE DIPROPIONATE\BETAMETHASONE SODIUM PHOSPHATE",7,"Drug",2.25941287542566e-05
"BENZYDAMINE",7,"Drug",2.25941287542566e-05
"BERBERINE",7,"Drug",2.25941287542566e-05
"BORIC ACID",7,"Drug",2.25941287542566e-05
"BRINCIDOFOVIR",7,"Drug",2.25941287542566e-05
"BROMPHENIRAMINE MALEATE\DEXTROMETHORPHAN HYDROBROMIDE\PSEUDOEPHEDRINE HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"CALCIUM CARBONATE\ERGOCALCIFEROL",7,"Drug",2.25941287542566e-05
"CALCIUM CHLORIDE ANHYDROUS\POTASSIUM CHLORIDE\SODIUM CHLORIDE\SODIUM LACTATE",7,"Drug",2.25941287542566e-05
"CEFOPERAZONE",7,"Drug",2.25941287542566e-05
"CELIPROLOL HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"CEPHALEXIN HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"CEPHRADINE",7,"Drug",2.25941287542566e-05
"CHLORMADINONE ACETATE",7,"Drug",2.25941287542566e-05
"CICLOPIROX OLAMINE",7,"Drug",2.25941287542566e-05
"CLIKSTAR",7,"Drug",2.25941287542566e-05
"CLOPIDOGREL HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED)",7,"Drug",2.25941287542566e-05
"COAGULATION FACTOR IX HUMAN\COAGULATION FACTOR VII HUMAN\COAGULATION FACTOR X HUMAN\PROTHROMBIN",7,"Drug",2.25941287542566e-05
"CYANOCOBALAMIN\LIDOCAINE HYDROCHLORIDE\PYRIDOXINE HYDROCHLORIDE\THIAMINE HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"DALBAVANCIN",7,"Drug",2.25941287542566e-05
"DASABUVIR SODIUM MONOHYDRATE\OMBITASVIR HEMINONAHYDRATE\PARITAPREVIR DIHYDRATE\RITONAVIR",7,"Drug",2.25941287542566e-05
"DEXTROMETHORPHAN HYDROBROMIDE\PROMETHAZINE HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"DIATRIZOATE MEGLUMINE\DIATRIZOATE SODIUM",7,"Drug",2.25941287542566e-05
"DICHLORPHENAMIDE",7,"Drug",2.25941287542566e-05
"DIHYDROCODEINE PHOSPHATE",7,"Drug",2.25941287542566e-05
"DIMETHICONE 410",7,"Drug",2.25941287542566e-05
"ESTRADIOL ACETATE",7,"Drug",2.25941287542566e-05
"ETHACRYNIC ACID",7,"Drug",2.25941287542566e-05
"ETHAMBUTOL\ISONIAZID\PYRAZINAMIDE\RIFAMYCIN",7,"Drug",2.25941287542566e-05
"ETHINYL ESTRADIOL\FERROUS FUMARATE\NORETHINDRONE",7,"Drug",2.25941287542566e-05
"FERRIC PYROPHOSPHATE",7,"Drug",2.25941287542566e-05
"FERRITIN",7,"Drug",2.25941287542566e-05
"FEVERFEW",7,"Drug",2.25941287542566e-05
"FILANESIB",7,"Drug",2.25941287542566e-05
"FLUPIRTINE",7,"Drug",2.25941287542566e-05
"FROVATRIPTAN",7,"Drug",2.25941287542566e-05
"GADOXETATE DISODIUM",7,"Drug",2.25941287542566e-05
"GARLIC OIL",7,"Drug",2.25941287542566e-05
"GLUCAGON HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"GONADORELIN",7,"Drug",2.25941287542566e-05
"GRAMICIDIN\NEOMYCIN SULFATE\NYSTATIN\TRIAMCINOLONE ACETONIDE",7,"Drug",2.25941287542566e-05
"HEMIN",7,"Drug",2.25941287542566e-05
"HISTRELIN ACETATE",7,"Drug",2.25941287542566e-05
"HYDROCHLOROTHIAZIDE\METOPROLOL",7,"Drug",2.25941287542566e-05
"HYDROCORTISONE SODIUM PHOSPHATE",7,"Drug",2.25941287542566e-05
"HYDROCORTISONE\NEOMYCIN SULFATE\POLYMYXIN B SULFATE",7,"Drug",2.25941287542566e-05
"IBUPROFEN LYSINE",7,"Drug",2.25941287542566e-05
"ICODEXTRIN",7,"Drug",2.25941287542566e-05
"IDASANUTLIN",7,"Drug",2.25941287542566e-05
"IMIPRAMINE PAMOATE",7,"Drug",2.25941287542566e-05
"INSULIN ASPART\INSULIN DEGLUDEC",7,"Drug",2.25941287542566e-05
"KERATIN",7,"Drug",2.25941287542566e-05
"LEUCOGEN",7,"Drug",2.25941287542566e-05
"LEVOBUNOLOL",7,"Drug",2.25941287542566e-05
"LEVOCETIRIZINE HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"LEVOSULPIRIDE",7,"Drug",2.25941287542566e-05
"LYSERGIDE",7,"Drug",2.25941287542566e-05
"MAGNESIUM ISOGLYCYRRHIZINATE",7,"Drug",2.25941287542566e-05
"MOCLOBEMIDE",7,"Drug",2.25941287542566e-05
"NAFTIFINE HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"NEFAZODONE HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"NORETHANDROLONE",7,"Drug",2.25941287542566e-05
"NYSTATIN\TRIAMCINOLONE",7,"Drug",2.25941287542566e-05
"OPIPRAMOL HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"OXATOMIDE",7,"Drug",2.25941287542566e-05
"PARAFFIN",7,"Drug",2.25941287542566e-05
"PIRENZEPINE",7,"Drug",2.25941287542566e-05
"PLANTAGO OVATA LEAF",7,"Drug",2.25941287542566e-05
"PREDNICARBATE",7,"Drug",2.25941287542566e-05
"PREDNISOLONE ACETATE\SULFACETAMIDE SODIUM",7,"Drug",2.25941287542566e-05
"PREDNISOLONE VALERATE ACETATE",7,"Drug",2.25941287542566e-05
"PROCAINE",7,"Drug",2.25941287542566e-05
"PROCYCLIDINE HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"PROPIOMAZINE",7,"Drug",2.25941287542566e-05
"RUPATADINE FUMARATE",7,"Drug",2.25941287542566e-05
"SACUBITRIL",7,"Drug",2.25941287542566e-05
"SAFINAMIDE",7,"Drug",2.25941287542566e-05
"SERMORELIN ACETATE",7,"Drug",2.25941287542566e-05
"SHARK LIVER OIL",7,"Drug",2.25941287542566e-05
"SILVER",7,"Drug",2.25941287542566e-05
"SODIUM GUALENATE MONOHYDRATE",7,"Drug",2.25941287542566e-05
"SUCCIMER",7,"Drug",2.25941287542566e-05
"SULBACTAM",7,"Drug",2.25941287542566e-05
"SULFACETAMIDE SODIUM\SULFUR",7,"Drug",2.25941287542566e-05
"TEGASEROD MALEATE",7,"Drug",2.25941287542566e-05
"THIAMYLAL SODIUM",7,"Drug",2.25941287542566e-05
"THIORIDAZINE HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"THIOTHIXENE",7,"Drug",2.25941287542566e-05
"THYROGLOBULIN",7,"Drug",2.25941287542566e-05
"TIPEPIDINE HIBENZATE",7,"Drug",2.25941287542566e-05
"TIROFIBAN HYDROCHLORIDE",7,"Drug",2.25941287542566e-05
"TOFISOPAM",7,"Drug",2.25941287542566e-05
"TOLCAPONE",7,"Drug",2.25941287542566e-05
"TOPIROXOSTAT",7,"Drug",2.25941287542566e-05
"TOREMIFENE CITRATE",7,"Drug",2.25941287542566e-05
